Date,Year,Quarter,Month,Region,Country,Salesperson,Channel,Product,Category,Units_Sold,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Gross_Margin_Pct,Pipeline_Stage,Deal_Size,Customer_Type,Contract_Length_Mo,NPS_Score,Forecast_Revenue,Target_Revenue,Attainment_Pct,Lead_Source,Days_To_Close
2022-07-27,2022,Q3,July,Asia Pacific,Brazil,Rep_039,Online,Analytics Add-on,Add-on,32,2214.91,8.7,64717.39,35185.71,29531.68,45.6,Closed Won,Enterprise,New,12,9,69995.51,67878.66,119.1,Paid,66
2022-12-15,2022,Q4,December,North America,USA,Rep_031,Reseller,AI Accelerator,Add-on,11,2034.98,3.5,21591.0,11751.25,9839.75,45.6,Negotiation,Mid-Market,New,12,5,23237.35,18747.25,120.8,Inbound,157
2023-12-23,2023,Q4,December,Middle East & Africa,USA,Rep_037,Online,Cloud Storage,Add-on,1,4984.41,2.7,4848.11,1803.75,3044.36,62.8,Closed Lost,SMB,Reactivated,12,3,5115.0,4072.39,124.3,Referral,120
2024-10-01,2024,Q4,October,Middle East & Africa,UAE,Rep_020,Online,AI Accelerator,Add-on,17,6700.4,11.5,100843.15,41391.95,59451.19,59.0,Discovery,Enterprise,Reactivated,36,2,96203.1,101622.01,111.2,Outbound,110
2023-03-28,2023,Q1,March,Asia Pacific,Canada,Rep_024,Partner,Starter Kit,Add-on,32,501.87,17.4,13266.1,7136.87,6129.23,46.2,Closed Won,Mid-Market,New,36,2,14501.04,15267.39,114.3,Event,139
2022-12-25,2022,Q4,December,Asia Pacific,Brazil,Rep_013,Direct,Security Module,Add-on,22,4031.06,24.8,66646.71,35856.73,30789.98,46.2,Discovery,Enterprise,Reactivated,24,10,61621.04,74519.9,105.3,Referral,78
2022-08-14,2022,Q3,August,Latin America,Brazil,Rep_040,Marketplace,Enterprise Suite,Software,44,1640.88,13.1,62755.56,33950.16,28805.4,45.9,Closed Lost,Enterprise,Existing,36,5,57291.01,57602.74,96.3,Outbound,77
2022-09-10,2022,Q3,September,Latin America,USA,Rep_017,Partner,Enterprise Suite,Software,20,248.88,20.9,3939.7,1931.66,2008.04,51.0,Negotiation,SMB,Existing,12,2,4107.69,3376.55,118.6,Event,154
2022-06-15,2022,Q2,June,Europe,Canada,Rep_028,Reseller,Security Module,Add-on,3,4836.14,20.3,11564.27,5638.82,5925.45,51.2,Closed Won,Mid-Market,Existing,24,10,11126.53,11859.89,114.3,Referral,153
2022-10-13,2022,Q4,October,Asia Pacific,Brazil,Rep_037,Reseller,Analytics Add-on,Add-on,9,4278.86,7.6,35573.41,13473.82,22099.59,62.1,Discovery,Mid-Market,New,36,7,32699.38,35951.51,115.5,SEO,180
2024-01-03,2024,Q1,January,Asia Pacific,France,Rep_002,Reseller,Cloud Storage,Add-on,28,4771.22,11.5,118187.83,72189.1,45998.73,38.9,Closed Won,Enterprise,New,24,4,120086.45,112189.14,109.7,SEO,80
2022-04-20,2022,Q2,April,Europe,France,Rep_030,Direct,Data Connector,Add-on,26,6765.78,19.1,142355.52,73126.21,69229.31,48.6,Closed Won,Enterprise,New,24,2,137614.61,119430.53,83.2,Event,89
2022-05-05,2022,Q2,May,Middle East & Africa,France,Rep_010,Marketplace,Pro Plan,Software,44,5205.04,17.5,188853.07,109755.99,79097.08,41.9,Proposal,Enterprise,New,12,3,181332.65,174567.53,139.1,Inbound,129
2023-02-16,2023,Q1,February,North America,Japan,Rep_014,Direct,Pro Plan,Software,1,1698.62,13.0,1477.87,883.24,594.63,40.2,Proposal,SMB,New,36,7,1346.53,1254.31,92.4,Outbound,65
2023-06-18,2023,Q2,June,Middle East & Africa,Japan,Rep_011,Marketplace,Cloud Storage,Add-on,8,4436.07,4.6,33848.89,16290.98,17557.91,51.9,Discovery,Mid-Market,New,36,8,32427.48,36117.25,136.7,Event,99
