Date,Week,Month,Quarter,Year,SKU_ID,Product_Name,Category,Warehouse,Region,Actual_Demand,Forecast_Demand,Forecast_Error_Pct,MAPE,Model_Used,Confidence_Interval_Low,Confidence_Interval_High,Inventory_On_Hand,Inventory_In_Transit,Safety_Stock,Reorder_Point,Days_Of_Supply,Stockout_Risk,Overstock_Risk,Unit_Cost,Selling_Price,Revenue_Forecast,Gross_Margin_Pct,Lead_Time_Days,Supplier,Supplier_Reliability_Pct,Elasticity,Promo_Planned,Promo_Lift_Pct,External_Factor,Trend_Direction,Seasonality_Index,ABC_Classification
2022-07-15,28,July,Q3,2022,SKU-1011,Automotive Item 011,Automotive,Central Depot,Europe,1224,1225,0.1,20.8,Ensemble,1041,1408,5250,769,368,980,128.7,Low,High,158.09,395.21,484138.11,24.5,15,Supplier_03,97.1,-2.52,0,42.1,Holiday,Upward,0.931,A
2023-10-03,40,October,Q4,2023,SKU-1018,Sports Item 018,Sports,East Coast Hub,Europe,2135,2181,2.2,5.34,LSTM,1853,2508,3735,1952,919,2627,52.5,Low,Medium,20.39,50.98,111186.18,53.6,24,Supplier_01,98.3,-1.41,1,0,Supply Shock,Stable,0.7,C
2023-06-19,25,June,Q2,2023,SKU-1027,Home & Garden Item 027,Home & Garden,Central Depot,Europe,5063,5602,10.6,4.54,XGBoost,4761,6442,623,1198,2862,5055,3.7,High,Low,187.68,469.2,2628471.15,26.3,13,Supplier_09,90.6,-2.11,1,57.0,Supply Shock,Stable,1.064,B
2024-10-02,40,October,Q4,2024,SKU-1014,Home & Garden Item 014,Home & Garden,West Coast Hub,North America,2160,2129,1.4,9.96,ARIMA,1809,2448,3256,1711,3543,6567,45.2,High,Low,168.52,421.29,896922.46,63.9,42,Supplier_06,91.5,-1.6,0,53.4,Weather,Downward,0.7,A
2022-01-23,3,January,Q1,2022,SKU-1009,Sports Item 009,Sports,European DC,Middle East & Africa,1312,1275,2.8,12.82,XGBoost,1083,1466,9213,451,2035,3565,210.7,Low,Medium,181.22,453.05,577642.3,30.8,35,Supplier_08,96.3,-2.38,0,0,Holiday,Upward,1.116,C
2022-02-13,6,February,Q1,2022,SKU-1007,Electronics Item 007,Electronics,Central Depot,North America,308,386,25.3,13.31,XGBoost,328,443,9948,1995,46,128,969.0,Low,High,5.45,13.64,5263.46,45.7,8,Supplier_09,93.0,-2.5,1,22.6,Economic,Downward,1.206,B
2023-04-25,17,April,Q2,2023,SKU-1001,Automotive Item 001,Automotive,East Coast Hub,Middle East & Africa,1808,1745,3.5,5.4,Prophet,1483,2006,7844,1135,2014,3460,130.2,Low,Medium,128.3,320.76,559721.34,26.5,24,Supplier_11,85.5,-2.71,1,0,Competitor Promo,Downward,1.275,A
2023-11-01,44,November,Q4,2023,SKU-1021,Electronics Item 021,Electronics,Central Depot,Asia Pacific,2329,2285,1.9,8.77,Ensemble,1942,2627,1999,625,1504,3211,25.7,Medium,Low,182.26,455.66,1041186.53,39.6,22,Supplier_09,93.7,-2.36,1,0,Weather,Upward,0.742,A
2024-12-11,50,December,Q4,2024,SKU-1007,Home & Garden Item 007,Home & Garden,Central Depot,North America,4111,3908,4.9,5.68,XGBoost,3321,4494,2303,702,6633,11155,16.8,High,Low,55.27,138.18,539995.99,44.7,33,Supplier_10,75.2,-1.9,0,0,Supply Shock,Downward,0.904,A
2022-09-05,36,September,Q3,2022,SKU-1000,Apparel Item 000,Apparel,APAC Fulfillment,Middle East & Africa,2063,2077,0.7,18.34,LSTM,1765,2388,5337,461,414,964,77.6,Low,High,147.03,367.59,763477.73,42.0,8,Supplier_13,94.3,-0.29,0,0,Economic,Downward,0.729,B
2024-10-15,42,October,Q4,2024,SKU-1002,Apparel Item 002,Apparel,Central Depot,Latin America,3502,2767,21.0,4.18,Prophet,2351,3182,6659,719,1938,3338,57.0,Low,Medium,152.89,382.22,1057608.25,31.7,12,Supplier_04,93.1,-2.26,0,0,Economic,Stable,0.71,B
2024-03-11,11,March,Q1,2024,SKU-1006,Food & Beverage Item 006,Food & Beverage,East Coast Hub,Middle East & Africa,3997,4382,9.6,3.3,LSTM,3724,5039,5791,1874,6301,10564,43.5,High,Low,171.53,428.82,1879099.0,31.3,32,Supplier_03,74.2,-1.01,0,0,Competitor Promo,Stable,1.282,B
2022-10-07,40,October,Q4,2022,SKU-1017,Automotive Item 017,Automotive,European DC,Asia Pacific,2759,2305,16.5,10.58,XGBoost,1959,2650,2957,1754,2218,5068,32.2,Medium,Low,4.02,10.05,23169.39,60.0,31,Supplier_11,91.9,-2.55,0,0,Competitor Promo,Upward,0.702,A
2024-08-30,35,August,Q3,2024,SKU-1026,Sports Item 026,Sports,East Coast Hub,Asia Pacific,2123,1697,20.1,11.07,ARIMA,1442,1951,3778,1022,1473,3879,53.4,Low,Low,152.12,380.3,645375.58,22.7,34,Supplier_14,71.7,-0.04,0,22.9,None,Stable,0.741,A
2022-11-02,44,November,Q4,2022,SKU-1007,Apparel Item 007,Apparel,Central Depot,Middle East & Africa,224,247,10.3,6.6,LSTM,209,284,8145,1004,153,309,1090.8,Low,High,188.74,471.85,116546.76,30.3,21,Supplier_03,72.9,-2.95,0,0,Weather,Downward,0.745,C
2024-07-23,30,July,Q3,2024,SKU-1025,Food & Beverage Item 025,Food & Beverage,APAC Fulfillment,Latin America,4312,4445,3.1,8.43,Ensemble,3778,5111,3334,1918,4052,6926,23.2,High,Low,138.47,346.17,1538719.24,28.8,20,Supplier_04,88.0,-0.57,0,18.2,Holiday,Downward,0.887,B
2023-08-20,33,August,Q3,2023,SKU-1004,Healthcare Item 004,Healthcare,West Coast Hub,Latin America,594,679,14.3,18.9,ARIMA,577,780,8824,183,1077,1888,445.7,Low,High,191.14,477.85,324463.04,29.4,41,Supplier_02,86.9,-1.76,1,0,Weather,Upward,0.774,B
2024-07-06,27,July,Q3,2024,SKU-1011,Food & Beverage Item 011,Food & Beverage,West Coast Hub,Latin America,4298,4656,8.3,18.82,LSTM,3957,5354,395,1205,2411,5276,2.8,High,Low,148.46,371.15,1728073.61,55.3,20,Supplier_08,87.3,-0.91,0,0,Weather,Stable,0.972,A
2024-04-18,16,April,Q2,2024,SKU-1021,Electronics Item 021,Electronics,West Coast Hub,Middle East & Africa,5040,4888,3.0,15.38,ARIMA,4154,5621,8694,970,1664,4016,51.8,Low,High,95.28,238.19,1164296.21,42.5,14,Supplier_13,75.9,-1.12,1,0,Weather,Upward,1.286,A
2024-10-28,44,October,Q4,2024,SKU-1014,Apparel Item 014,Apparel,Central Depot,North America,2826,3439,21.7,23.36,XGBoost,2923,3954,8617,1730,2915,6023,91.5,Low,Low,172.71,431.77,1484862.63,50.9,33,Supplier_13,88.5,-1.61,0,0,Competitor Promo,Downward,0.735,B
2022-01-05,1,January,Q1,2022,SKU-1001,Food & Beverage Item 001,Food & Beverage,European DC,North America,2494,2299,7.8,10.92,LSTM,1954,2643,9705,1770,1173,2253,116.7,Low,High,134.49,336.23,772994.33,26.9,13,Supplier_12,90.4,-1.17,0,0,None,Upward,1.026,C
2024-03-17,11,March,Q1,2024,SKU-1017,Healthcare Item 017,Healthcare,European DC,Latin America,2019,1759,12.9,7.3,XGBoost,1495,2022,7420,262,1475,3494,110.3,Low,High,149.92,374.8,659267.94,41.4,30,Supplier_07,70.3,-0.63,1,0,Holiday,Stable,1.291,A
2023-07-19,29,July,Q3,2023,SKU-1003,Sports Item 003,Sports,West Coast Hub,Middle East & Africa,4315,4835,12.1,16.85,ARIMA,4109,5560,1086,1660,3762,8364,7.6,High,Low,13.97,34.93,168905.75,64.4,32,Supplier_11,83.6,-2.96,1,0,Supply Shock,Downward,0.911,C
2024-04-03,14,April,Q2,2024,SKU-1003,Home & Garden Item 003,Home & Garden,West Coast Hub,Middle East & Africa,3112,2801,10.0,2.6,Prophet,2380,3221,2803,1855,4496,8437,27.0,High,Low,55.15,137.88,386190.95,63.4,38,Supplier_11,78.7,-0.48,1,0,Supply Shock,Stable,1.3,B
2022-07-09,27,July,Q3,2022,SKU-1015,Automotive Item 015,Automotive,Central Depot,Europe,2707,3240,19.7,14.52,Ensemble,2754,3725,5814,411,4032,7099,64.4,Medium,Low,170.46,426.16,1380763.8,28.9,34,Supplier_10,75.1,-0.04,0,0,None,Downward,0.961,A
2023-01-19,3,January,Q1,2023,SKU-1024,Healthcare Item 024,Healthcare,Central Depot,Europe,4371,5110,16.9,12.22,XGBoost,4343,5876,9139,1163,3590,7378,62.7,Low,Low,53.95,134.87,689183.97,44.9,26,Supplier_05,97.6,-0.96,1,0,Economic,Stable,1.096,B
2022-11-13,45,November,Q4,2022,SKU-1001,Home & Garden Item 001,Home & Garden,European DC,Middle East & Africa,2072,1757,15.2,20.92,LSTM,1493,2020,2321,226,4007,6769,33.6,High,Low,68.17,170.42,299424.11,42.5,40,Supplier_14,97.2,-0.9,1,0,Competitor Promo,Upward,0.779,A
2022-04-05,14,April,Q2,2022,SKU-1000,Apparel Item 000,Apparel,East Coast Hub,North America,6247,6024,3.6,16.91,Prophet,5120,6927,761,1410,848,2097,3.7,High,Low,79.09,197.72,1191056.56,51.5,6,Supplier_05,92.4,-2.35,0,0,Economic,Stable,1.299,A
2022-10-16,41,October,Q4,2022,SKU-1000,Food & Beverage Item 000,Food & Beverage,East Coast Hub,Europe,496,473,4.6,19.04,ARIMA,402,543,6576,346,262,493,397.7,Low,High,132.31,330.76,156451.78,36.2,14,Supplier_14,88.8,-2.92,0,0,Weather,Downward,0.71,B
2023-11-14,46,November,Q4,2023,SKU-1008,Automotive Item 008,Automotive,APAC Fulfillment,Europe,803,655,18.4,11.7,Ensemble,556,753,5234,1925,944,1720,195.5,Low,High,156.17,390.44,255736.09,34.6,29,Supplier_14,87.4,-0.37,1,0,None,Stable,0.783,B
2024-10-02,40,October,Q4,2024,SKU-1004,Electronics Item 004,Electronics,European DC,North America,4340,3696,14.8,8.89,Prophet,3141,4250,4698,1044,2940,5110,32.5,Medium,Low,180.27,450.67,1665658.15,42.5,15,Supplier_06,97.3,-1.27,0,0,None,Downward,0.7,C
2022-02-13,6,February,Q1,2022,SKU-1013,Apparel Item 013,Apparel,East Coast Hub,Latin America,2881,3677,27.6,4.21,ARIMA,3125,4228,980,457,1465,3289,10.2,High,Low,96.59,241.48,887926.0,49.7,19,Supplier_05,82.3,-0.13,0,29.2,None,Downward,1.206,B
2024-11-20,47,November,Q4,2024,SKU-1010,Electronics Item 010,Electronics,Central Depot,Europe,813,1009,24.1,24.12,Ensemble,857,1160,7928,1521,1465,2603,292.5,Low,High,94.28,235.7,237818.41,42.5,42,Supplier_02,90.8,-1.48,0,0,Economic,Upward,0.809,C
2024-07-13,28,July,Q3,2024,SKU-1020,Electronics Item 020,Electronics,APAC Fulfillment,North America,1445,1302,9.9,21.94,XGBoost,1106,1497,8087,1852,528,1250,167.9,Low,High,153.28,383.2,498923.78,24.1,15,Supplier_11,97.7,-2.42,1,42.3,None,Stable,0.936,B
2022-09-10,36,September,Q3,2022,SKU-1025,Electronics Item 025,Electronics,APAC Fulfillment,Latin America,3442,3525,2.4,10.38,LSTM,2996,4053,229,356,799,1372,2.0,High,Low,163.56,408.89,1441335.0,51.3,5,Supplier_12,75.5,-2.33,1,0,None,Upward,0.719,B
2022-12-09,49,December,Q4,2022,SKU-1028,Apparel Item 028,Apparel,Central Depot,North America,316,361,14.2,18.29,XGBoost,306,415,5158,223,257,615,489.7,Low,High,81.77,204.42,73796.29,35.0,34,Supplier_07,72.0,-0.21,0,0,Weather,Upward,0.889,A
2024-07-27,30,July,Q3,2024,SKU-1018,Home & Garden Item 018,Home & Garden,West Coast Hub,Asia Pacific,1326,1419,7.0,16.64,Prophet,1206,1631,1870,1449,1094,2508,42.3,Medium,Low,82.11,205.27,291275.66,21.7,32,Supplier_13,79.6,-1.85,0,0,Competitor Promo,Upward,0.868,B
2023-03-07,10,March,Q1,2023,SKU-1008,Electronics Item 008,Electronics,West Coast Hub,Latin America,3112,2735,12.1,6.46,Holt-Winters,2324,3145,1915,11,2626,4389,18.5,High,Low,68.62,171.56,469218.42,61.1,17,Supplier_14,89.4,-2.69,0,55.5,None,Downward,1.272,C
2022-09-27,39,September,Q3,2022,SKU-1004,Sports Item 004,Sports,Central Depot,North America,172,175,1.7,6.98,Ensemble,148,201,7612,838,17,39,1327.7,Low,High,48.0,120.0,21000.81,63.7,4,Supplier_08,74.8,-2.1,0,0,None,Stable,0.701,A
2023-07-16,28,July,Q3,2023,SKU-1010,Apparel Item 010,Apparel,Central Depot,Middle East & Africa,716,669,6.6,10.82,Ensemble,568,769,2390,1475,1087,1970,100.1,Low,Low,90.56,226.4,151458.4,30.9,37,Supplier_07,96.2,-2.88,0,0,Competitor Promo,Upward,0.926,B
2024-06-22,25,June,Q2,2024,SKU-1026,Healthcare Item 026,Healthcare,East Coast Hub,Latin America,4541,4652,2.4,15.94,XGBoost,3954,5349,1566,1904,1714,3379,10.3,High,Low,183.3,458.26,2131826.76,34.3,11,Supplier_13,74.6,-2.63,0,0,None,Stable,1.044,A
2022-06-11,23,June,Q2,2022,SKU-1012,Apparel Item 012,Apparel,East Coast Hub,Europe,2181,1925,11.7,8.17,ARIMA,1636,2213,5528,1937,2881,5934,76.0,Medium,Low,112.5,281.25,541401.75,57.3,42,Supplier_10,74.3,-1.39,0,0,Weather,Upward,1.104,C
2023-10-27,43,October,Q4,2023,SKU-1020,Home & Garden Item 020,Home & Garden,APAC Fulfillment,Asia Pacific,1131,1020,9.8,9.43,Ensemble,867,1173,4751,1060,511,1453,126.0,Low,High,167.47,418.68,427057.78,59.9,25,Supplier_10,84.9,-0.54,0,0,Holiday,Stable,0.73,A
2024-08-30,35,August,Q3,2024,SKU-1016,Food & Beverage Item 016,Food & Beverage,West Coast Hub,Latin America,3135,3071,2.0,15.34,ARIMA,2610,3531,4586,1169,280,593,43.9,Low,High,63.69,159.22,488955.6,48.6,3,Supplier_10,78.9,-1.96,0,0,None,Downward,0.741,C
2022-02-07,6,February,Q1,2022,SKU-1005,Electronics Item 005,Electronics,East Coast Hub,Europe,4742,4746,0.1,24.3,Prophet,4034,5457,8240,423,1049,2313,52.1,Low,High,14.01,35.03,166249.54,29.1,8,Supplier_07,93.1,-1.61,0,0,None,Stable,1.183,C
2022-10-07,40,October,Q4,2022,SKU-1011,Sports Item 011,Sports,West Coast Hub,Europe,1697,2188,28.9,10.6,Prophet,1859,2516,7354,286,2561,4823,130.0,Low,Low,187.58,468.94,1026045.81,51.6,40,Supplier_09,92.0,-1.47,0,49.0,Supply Shock,Upward,0.702,B
2022-06-11,23,June,Q2,2022,SKU-1013,Home & Garden Item 013,Home & Garden,Central Depot,Asia Pacific,2437,2460,0.9,16.98,XGBoost,2091,2829,1836,1325,808,1457,22.6,Low,Low,135.66,339.15,834304.0,61.4,8,Supplier_13,80.2,-2.56,0,44.9,Holiday,Downward,1.104,A
2024-03-07,10,March,Q1,2024,SKU-1026,Apparel Item 026,Apparel,APAC Fulfillment,Asia Pacific,6495,6014,7.4,23.62,Holt-Winters,5111,6916,9511,621,5384,12745,43.9,Medium,Low,98.48,246.19,1480603.09,48.5,34,Supplier_13,81.4,-1.66,1,0,Economic,Upward,1.274,A
2022-12-31,52,December,Q4,2022,SKU-1021,Food & Beverage Item 021,Food & Beverage,European DC,Europe,93,87,6.5,22.7,XGBoost,73,100,7290,409,99,216,2351.6,Low,High,35.01,87.52,7614.25,38.0,38,Supplier_05,79.8,-0.53,0,0,Holiday,Stable,1.0,A
2022-06-19,24,June,Q2,2022,SKU-1029,Home & Garden Item 029,Home & Garden,European DC,Middle East & Africa,2858,3262,14.1,24.24,Ensemble,2772,3751,7186,1580,2103,4484,75.4,Low,Medium,87.86,219.65,716508.71,50.2,25,Supplier_07,77.0,-0.71,0,0,Economic,Downward,1.064,A
2024-04-12,15,April,Q2,2024,SKU-1016,Automotive Item 016,Automotive,East Coast Hub,North America,1729,1678,2.9,19.39,LSTM,1426,1929,27,231,2016,4090,0.5,High,Low,133.31,333.28,559247.84,61.8,36,Supplier_08,95.6,-2.83,0,0,Weather,Downward,1.294,A
2023-06-30,26,June,Q2,2023,SKU-1025,Healthcare Item 025,Healthcare,East Coast Hub,Middle East & Africa,2901,2287,21.2,20.62,Holt-Winters,1943,2630,6358,359,1271,3205,65.7,Low,High,193.93,484.82,1108778.77,30.7,20,Supplier_13,77.7,-2.4,1,31.6,Supply Shock,Downward,1.008,B
2024-07-06,27,July,Q3,2024,SKU-1021,Office Item 021,Office,East Coast Hub,Europe,1091,1266,16.0,7.3,XGBoost,1076,1455,9689,1941,522,994,266.4,Low,High,54.12,135.3,171289.54,20.2,13,Supplier_07,72.1,-1.79,0,0,Economic,Stable,0.972,C
2022-11-03,44,November,Q4,2022,SKU-1029,Office Item 029,Office,APAC Fulfillment,Europe,977,1161,18.8,10.79,LSTM,986,1335,6662,1508,1174,2541,204.6,Low,High,145.4,363.49,422011.93,46.2,42,Supplier_04,78.0,-2.33,0,0,Economic,Downward,0.748,A
2023-01-15,2,January,Q1,2023,SKU-1010,Healthcare Item 010,Healthcare,West Coast Hub,Asia Pacific,1069,957,10.5,4.5,Prophet,813,1100,4910,1419,437,1220,137.8,Low,High,89.42,223.55,213941.63,50.5,22,Supplier_06,80.9,-1.73,1,0,Competitor Promo,Stable,1.077,A
2022-02-24,8,February,Q1,2022,SKU-1028,Electronics Item 028,Electronics,West Coast Hub,North America,2575,3127,21.4,21.33,Ensemble,2657,3596,167,1440,2736,4881,1.9,High,Low,179.06,447.65,1399807.4,41.6,25,Supplier_09,76.1,-2.15,1,0,Supply Shock,Downward,1.243,A
2024-10-06,40,October,Q4,2024,SKU-1015,Office Item 015,Office,Central Depot,North America,3361,4158,23.7,6.05,Ensemble,3534,4781,4209,1366,1431,2887,37.6,Low,Low,38.54,96.36,400659.87,42.1,13,Supplier_07,92.3,-0.1,0,0,Supply Shock,Downward,0.702,A
2024-05-23,21,May,Q2,2024,SKU-1003,Home & Garden Item 003,Home & Garden,APAC Fulfillment,Asia Pacific,2166,2062,4.8,17.15,Ensemble,1752,2371,7562,150,2482,4720,104.7,Low,Medium,168.48,421.21,868529.53,46.2,31,Supplier_12,94.8,-1.78,0,0,Competitor Promo,Stable,1.185,B
2022-07-04,27,July,Q3,2022,SKU-1023,Electronics Item 023,Electronics,APAC Fulfillment,Latin America,1256,1507,20.0,13.58,XGBoost,1280,1733,3074,1066,413,915,73.4,Low,High,167.32,418.3,630372.65,23.2,12,Supplier_07,94.7,-2.17,0,29.4,Competitor Promo,Downward,0.987,A
2024-05-08,19,May,Q2,2024,SKU-1028,Automotive Item 028,Automotive,European DC,Middle East & Africa,499,544,9.0,11.68,XGBoost,462,625,2109,951,306,888,126.8,Low,High,25.73,64.31,34987.27,54.5,35,Supplier_01,73.3,-0.16,1,56.0,Supply Shock,Upward,1.239,A
2023-01-31,5,January,Q1,2023,SKU-1012,Home & Garden Item 012,Home & Garden,European DC,Middle East & Africa,2508,2969,18.4,15.64,LSTM,2523,3414,9171,1412,414,999,109.7,Low,High,51.85,129.62,384829.7,26.2,7,Supplier_04,79.5,-0.41,0,0,Holiday,Upward,1.153,C
2022-02-09,6,February,Q1,2022,SKU-1009,Automotive Item 009,Automotive,West Coast Hub,Asia Pacific,3383,3213,5.0,20.79,ARIMA,2731,3694,5800,695,6603,11226,51.4,High,Low,142.75,356.87,1146624.73,58.2,41,Supplier_01,78.0,-2.05,0,57.4,Supply Shock,Stable,1.191,B
2024-04-14,15,April,Q2,2024,SKU-1000,Automotive Item 000,Automotive,APAC Fulfillment,North America,3454,3990,15.5,9.75,Ensemble,3391,4588,4276,1282,1988,3830,37.1,Low,Low,34.65,86.63,345650.82,43.0,16,Supplier_03,74.5,-1.88,1,0,Holiday,Upward,1.292,B
2024-03-10,10,March,Q1,2024,SKU-1012,Electronics Item 012,Electronics,APAC Fulfillment,Middle East & Africa,1274,1318,3.5,11.06,XGBoost,1120,1515,8596,1819,257,596,202.4,Low,High,141.31,353.27,465607.09,39.6,8,Supplier_11,87.1,-0.44,1,0,Economic,Stable,1.28,C
2023-01-21,3,January,Q1,2023,SKU-1012,Apparel Item 012,Apparel,Central Depot,Asia Pacific,3662,4081,11.4,15.58,XGBoost,3468,4693,6190,955,4158,7453,50.7,Medium,Low,47.2,118.01,481580.46,51.5,27,Supplier_04,71.5,-2.12,0,0,Competitor Promo,Downward,1.106,B
2023-11-30,48,November,Q4,2023,SKU-1025,Healthcare Item 025,Healthcare,East Coast Hub,Latin America,2521,1846,26.8,23.16,Ensemble,1569,2122,5736,784,2499,4851,68.3,Low,Low,154.42,386.05,712646.3,33.8,28,Supplier_01,80.7,-1.47,1,0,Supply Shock,Upward,0.847,B
2022-11-19,46,November,Q4,2022,SKU-1021,Healthcare Item 021,Healthcare,APAC Fulfillment,North America,4179,3409,18.4,5.44,Ensemble,2897,3920,3727,1019,530,1087,26.8,Low,High,127.16,317.89,1083695.7,52.9,4,Supplier_12,73.9,-0.11,1,0,Holiday,Downward,0.802,C
2024-05-25,21,May,Q2,2024,SKU-1019,Food & Beverage Item 019,Food & Beverage,European DC,Asia Pacific,2632,3008,14.3,14.79,Holt-Winters,2556,3459,7785,1118,2532,4374,88.7,Low,Medium,33.89,84.72,254852.72,44.1,21,Supplier_04,93.3,-1.73,0,52.1,Supply Shock,Downward,1.176,A
2024-03-13,11,March,Q1,2024,SKU-1028,Food & Beverage Item 028,Food & Beverage,East Coast Hub,Asia Pacific,792,851,7.4,16.56,Holt-Winters,723,978,5689,925,588,1432,215.5,Low,High,116.8,292.01,248496.37,46.0,32,Supplier_10,98.7,-1.07,0,0,Competitor Promo,Upward,1.285,A
2022-02-13,6,February,Q1,2022,SKU-1004,Sports Item 004,Sports,APAC Fulfillment,Asia Pacific,5810,5802,0.1,19.91,LSTM,4931,6672,9745,422,1385,2934,50.3,Low,High,82.93,207.33,1202904.85,63.7,8,Supplier_14,86.8,-1.82,1,0,Competitor Promo,Stable,1.206,C
2024-04-16,16,April,Q2,2024,SKU-1009,Office Item 009,Office,APAC Fulfillment,Latin America,993,777,21.8,4.48,Holt-Winters,660,893,5839,1176,431,993,176.4,Low,High,187.19,467.98,363619.13,60.7,17,Supplier_10,82.8,-1.11,0,0,Competitor Promo,Stable,1.289,B
2023-03-23,12,March,Q1,2023,SKU-1026,Food & Beverage Item 026,Food & Beverage,West Coast Hub,Latin America,4782,5024,5.1,16.14,Ensemble,4270,5777,9639,1968,1988,3422,60.5,Low,Medium,27.11,67.77,340491.63,38.9,9,Supplier_08,74.7,-0.67,0,0,Weather,Stable,1.296,A
2024-10-04,40,October,Q4,2024,SKU-1006,Apparel Item 006,Apparel,West Coast Hub,North America,2678,2160,19.3,3.03,LSTM,1836,2484,9528,1139,4516,7640,106.7,Low,Low,41.92,104.8,226359.0,51.0,35,Supplier_08,74.6,-1.62,0,39.2,Supply Shock,Stable,0.701,B
2022-01-31,5,January,Q1,2022,SKU-1002,Home & Garden Item 002,Home & Garden,Central Depot,North America,4253,3296,22.5,22.2,LSTM,2801,3790,9617,564,3193,5886,67.8,Low,Medium,136.4,341.0,1123948.28,37.4,19,Supplier_08,89.9,-1.95,0,0,Supply Shock,Downward,1.153,B
2023-12-13,50,December,Q4,2023,SKU-1029,Home & Garden Item 029,Home & Garden,APAC Fulfillment,Latin America,3334,2482,25.6,14.28,XGBoost,2109,2854,6135,1266,4382,8049,55.2,Medium,Low,55.03,137.57,341452.9,28.2,33,Supplier_03,95.0,-0.4,0,0,Competitor Promo,Stable,0.909,C
2024-09-06,36,September,Q3,2024,SKU-1020,Office Item 020,Office,East Coast Hub,Europe,1146,1262,10.1,23.16,Prophet,1072,1451,1359,2,1548,2885,35.6,High,Low,129.15,322.88,407477.63,52.3,35,Supplier_12,97.0,-1.6,0,0,Competitor Promo,Upward,0.725,B
2024-05-28,22,May,Q2,2024,SKU-1013,Office Item 013,Office,APAC Fulfillment,Latin America,3581,4630,29.3,5.26,ARIMA,3935,5324,9142,1957,1551,2744,76.6,Low,High,144.63,361.58,1674110.49,39.5,10,Supplier_02,74.3,-2.88,1,0,None,Upward,1.164,B
2024-01-18,3,January,Q1,2024,SKU-1019,Electronics Item 019,Electronics,East Coast Hub,Europe,5034,5019,0.3,11.7,LSTM,4266,5771,6801,1438,4387,8582,40.5,Medium,Low,83.65,209.12,1049583.57,27.4,25,Supplier_13,97.8,-0.12,0,0,Holiday,Downward,1.091,A
2022-10-13,41,October,Q4,2022,SKU-1003,Sports Item 003,Sports,Central Depot,Latin America,3477,3077,11.5,14.66,XGBoost,2615,3538,6241,1084,2299,4385,53.8,Low,Low,175.21,438.02,1347789.67,44.6,18,Supplier_12,77.7,-2.98,0,0,Competitor Promo,Stable,0.707,A
2024-08-17,33,August,Q3,2024,SKU-1018,Food & Beverage Item 018,Food & Beverage,European DC,North America,3984,4033,1.2,21.12,Ensemble,3428,4637,7652,815,3026,6478,57.6,Low,Low,26.13,65.32,263439.64,28.4,26,Supplier_04,74.9,-0.07,0,0,Holiday,Upward,0.781,C
2024-09-16,38,September,Q3,2024,SKU-1025,Healthcare Item 025,Healthcare,APAC Fulfillment,Latin America,428,344,19.6,5.45,Holt-Winters,292,395,5565,974,602,1101,390.1,Low,High,24.06,60.15,20692.11,50.5,35,Supplier_14,90.1,-1.02,0,0,None,Downward,0.708,A
2022-05-07,18,May,Q2,2022,SKU-1019,Electronics Item 019,Electronics,East Coast Hub,Middle East & Africa,1863,1553,16.6,23.67,ARIMA,1320,1785,7702,555,957,1826,124.0,Low,High,134.42,336.05,521882.25,25.8,14,Supplier_01,72.5,-1.32,0,18.0,Weather,Upward,1.245,A
2024-06-17,25,June,Q2,2024,SKU-1028,Healthcare Item 028,Healthcare,Central Depot,North America,2174,2540,16.8,18.09,Ensemble,2159,2921,1760,639,952,1894,24.3,Medium,Low,40.41,101.03,256605.73,25.6,13,Supplier_02,97.2,-1.3,0,0,Economic,Downward,1.069,A
2023-07-10,28,July,Q3,2023,SKU-1008,Food & Beverage Item 008,Food & Beverage,West Coast Hub,Europe,216,193,10.6,5.09,Ensemble,164,221,1404,1004,193,373,195.0,Low,High,181.26,453.16,87459.65,57.2,25,Supplier_12,89.6,-0.54,1,0,Weather,Downward,0.956,C
2022-12-11,49,December,Q4,2022,SKU-1011,Automotive Item 011,Automotive,Central Depot,Latin America,2815,3042,8.1,18.93,XGBoost,2585,3498,1873,157,2076,5172,20.0,High,Low,161.8,404.5,1230486.63,43.0,33,Supplier_01,85.3,-2.89,1,0,Competitor Promo,Downward,0.899,A
2024-12-13,50,December,Q4,2024,SKU-1015,Apparel Item 015,Apparel,West Coast Hub,North America,1025,1159,13.1,22.44,Holt-Winters,985,1332,3215,733,607,1017,94.1,Low,High,64.16,160.39,185895.27,40.9,12,Supplier_12,76.5,-1.91,0,0,Economic,Stable,0.913,A
2024-10-05,40,October,Q4,2024,SKU-1023,Home & Garden Item 023,Home & Garden,European DC,Middle East & Africa,3307,3489,5.5,23.92,Ensemble,2965,4012,9852,1101,396,726,89.4,Low,High,116.75,291.88,1018362.91,54.0,3,Supplier_13,96.3,-0.31,0,17.2,Holiday,Downward,0.701,A
2024-09-10,37,September,Q3,2024,SKU-1001,Home & Garden Item 001,Home & Garden,East Coast Hub,Europe,3297,2919,11.5,5.33,XGBoost,2481,3356,7783,162,2026,3564,70.8,Low,Medium,22.1,55.25,161281.49,21.7,14,Supplier_03,82.1,-2.71,0,0,Weather,Upward,0.717,A
2022-06-27,26,June,Q2,2022,SKU-1009,Sports Item 009,Sports,West Coast Hub,North America,3853,3128,18.8,17.58,Holt-Winters,2658,3597,4181,1804,1152,2051,32.6,Low,Medium,162.3,405.75,1269195.26,43.2,7,Supplier_03,76.7,-1.55,0,0,None,Stable,1.023,A
